Date,Open,High,Low,Close,Adj Close,Volume
2013-11-15,84.000000,84.110001,83.500000,83.739998,66.293648,4743900
2013-11-18,84.050003,84.970001,83.739998,84.040001,66.531151,4803100
2013-11-19,84.110001,84.500000,83.480003,83.669998,66.238228,5010300
2013-11-20,83.180000,83.709999,82.459999,82.680000,65.454506,7443000
2013-11-21,83.050003,83.089996,81.870003,82.120003,65.011177,6208500
2013-11-22,82.220001,82.949997,82.000000,82.879997,65.612823,4403800
2013-11-25,84.400002,84.940002,83.870003,84.400002,66.816147,8111400
2013-11-26,84.800003,84.830002,84.010002,84.360001,66.784492,3834900
2013-11-27,84.430000,84.930000,84.330002,84.669998,67.029900,3053600
2013-11-29,84.639999,85.180000,84.529999,84.599998,66.974495,2284400
2013-12-02,84.699997,85.089996,84.029999,84.250000,66.697426,4834700
2013-12-03,83.800003,83.949997,83.269997,83.870003,66.396576,3924300
2013-12-04,83.750000,84.379997,83.110001,83.970001,66.475746,5246700
2013-12-05,83.919998,84.580002,83.699997,84.410004,66.824066,5291900
2013-12-06,85.059998,85.580002,84.930000,85.500000,67.686989,5759300
2013-12-09,85.699997,86.529999,85.559998,86.089996,68.154045,6023400
2013-12-10,85.970001,86.870003,85.919998,86.419998,68.415306,4987000
2013-12-11,86.029999,86.220001,85.120003,85.279999,67.512802,5624100
2013-12-12,85.370003,85.699997,84.839996,85.570000,67.742416,4551700
2013-12-13,85.669998,86.230003,85.570000,86.050003,68.122398,4226200
2013-12-16,86.500000,87.849998,86.440002,87.379997,69.175301,6976200
2013-12-17,87.220001,87.650002,86.379997,86.919998,68.811157,4764400
2013-12-18,87.010002,88.459999,86.650002,88.169998,69.800720,6963200
2013-12-19,87.500000,87.839996,87.260002,87.540001,69.301979,4299700
2013-12-20,87.849998,89.110001,87.809998,88.930000,70.402382,7389700
2013-12-23,89.309998,90.070000,89.269997,89.959999,71.217781,5733300
2013-12-24,90.000000,90.980003,89.989998,90.910004,71.969856,2675700
2013-12-26,90.989998,91.669998,90.699997,91.150002,72.159889,4790800
2013-12-27,91.139999,91.430000,90.559998,90.870003,71.938202,3373800
2013-12-30,90.849998,91.029999,90.279999,90.870003,71.938202,2625000
2013-12-31,91.000000,91.180000,90.459999,90.809998,71.890701,3098900
2014-01-02,90.410004,90.449997,89.330002,89.870003,71.146561,4898000
2014-01-03,90.000000,90.250000,89.589996,89.820000,71.106972,3722000
2014-01-06,90.190002,90.300003,88.379997,88.639999,70.172783,5233900
2014-01-07,88.769997,89.230003,88.750000,88.930000,70.402382,3512100
2014-01-08,88.779999,89.820000,88.669998,89.139999,70.568649,4421600
2014-01-09,89.260002,89.800003,88.690002,89.709999,71.019852,4466400
2014-01-10,89.410004,90.599998,89.290001,90.510002,71.653214,5416000
2014-01-13,90.260002,91.260002,89.820000,89.889999,71.162392,5213600
2014-01-14,89.860001,90.709999,89.860001,90.559998,71.692787,3712100
2014-01-15,90.879997,93.199997,90.879997,92.410004,73.157379,10121900
2014-01-16,91.889999,92.860001,91.699997,92.010002,73.316734,4771000
2014-01-17,92.150002,92.260002,91.010002,91.440002,72.862526,6833400
2014-01-21,91.599998,91.849998,89.639999,90.599998,72.193192,5544900
2014-01-22,90.589996,90.820000,89.349998,89.639999,71.428238,4787300
2014-01-23,88.699997,89.080002,88.050003,88.480003,70.503899,5014800
2014-01-24,87.980003,87.989998,85.879997,86.169998,68.663223,8087400
2014-01-27,91.769997,92.309998,89.070000,91.290001,72.742996,22202300
2014-01-28,91.400002,92.669998,91.349998,92.470001,73.683281,9409600
2014-01-29,91.309998,91.959999,90.290001,90.620003,72.209137,8145900
2014-01-30,91.529999,93.849998,90.730003,93.199997,74.264961,14764700
2014-01-31,92.160004,94.690002,92.010002,93.910004,74.830711,9697300
2014-02-03,93.739998,93.940002,91.949997,92.419998,73.643448,9084100
2014-02-04,92.480003,92.650002,91.489998,92.500000,73.707176,6839700
2014-02-05,92.239998,92.510002,91.059998,91.959999,73.276886,5134500
2014-02-06,91.940002,94.230003,91.790001,93.830002,74.766945,6844200
2014-02-07,94.169998,95.239998,93.879997,94.870003,75.595680,9140200
2014-02-10,94.970001,94.980003,93.629997,94.500000,75.300842,5933400
2014-02-11,94.620003,95.339996,94.279999,94.959999,75.667374,6006100
2014-02-12,95.309998,96.639999,95.169998,96.169998,76.631577,8002000
2014-02-13,95.290001,96.410004,95.110001,96.110001,76.583748,4387000
2014-02-14,95.860001,96.680000,95.839996,96.550003,76.934380,4145300
2014-02-18,95.849998,96.940002,95.849998,96.559998,76.942329,4871700
2014-02-19,96.190002,97.669998,96.110001,96.209999,76.663445,5865200
2014-02-20,96.510002,97.519997,95.300003,96.919998,77.229187,7718400
2014-02-21,97.110001,97.949997,96.919998,97.500000,77.691353,5554600
2014-02-24,97.550003,98.239998,97.180000,97.320000,77.547913,4887800
2014-02-25,96.839996,96.980003,95.820000,96.410004,76.822792,5989200
2014-02-26,96.660004,97.910004,96.339996,97.199997,77.452293,4753900
2014-02-27,97.209999,97.639999,96.519997,96.699997,77.053879,4337700
2014-02-28,96.629997,97.519997,96.300003,96.970001,77.269020,5411100
2014-03-03,96.320000,96.669998,95.599998,96.309998,76.743111,4859200
2014-03-04,97.199997,97.459999,96.559998,97.019997,77.308861,6261300
2014-03-05,96.540001,96.900002,95.879997,96.370003,76.790939,5384800
2014-03-06,96.949997,98.150002,96.660004,97.599998,77.771034,6714300
2014-03-07,97.779999,97.870003,96.500000,97.050003,77.332771,5259200
2014-03-10,96.639999,96.800003,95.860001,96.750000,77.093727,4640300
2014-03-11,97.089996,97.910004,96.620003,96.839996,77.165421,5731200
2014-03-12,96.300003,97.239998,96.300003,96.820000,77.149483,4448600
2014-03-13,97.199997,97.730003,95.059998,95.610001,76.185318,8434600
2014-03-14,95.449997,96.250000,95.199997,95.389999,76.010010,5002000
2014-03-17,95.989998,96.449997,95.550003,95.669998,76.233131,4697200
2014-03-18,96.120003,96.650002,95.699997,96.410004,76.822792,4921300
2014-03-19,96.089996,96.720001,95.250000,96.040001,76.527985,5109200
2014-03-20,95.709999,96.239998,95.099998,96.209999,76.663445,4396000
2014-03-21,97.070000,97.629997,96.669998,97.389999,77.603706,8339700
2014-03-24,97.599998,97.599998,96.419998,96.849998,77.173409,4808600
2014-03-25,97.360001,99.339996,97.150002,98.589996,78.559914,9070400
2014-03-26,99.279999,99.599998,97.800003,97.800003,77.930412,5610200
2014-03-27,97.820000,98.889999,97.290001,98.449997,78.448341,4947700
2014-03-28,98.910004,99.620003,98.779999,99.389999,79.197365,5821500
2014-03-31,100.000000,100.629997,99.050003,99.370003,79.181419,5772600
2014-04-01,98.940002,100.080002,98.940002,99.809998,79.532021,4814300
2014-04-02,100.040001,102.760002,99.879997,102.629997,81.779129,9358300
2014-04-03,101.919998,103.199997,101.610001,102.550003,81.715385,8230200
2014-04-04,102.889999,103.379997,101.910004,102.169998,81.412560,4889200
2014-04-07,101.610001,102.070000,100.410004,101.110001,80.567917,5215100
2014-04-08,100.980003,103.250000,100.959999,102.389999,81.587868,6626900
2014-04-09,102.650002,103.199997,101.849998,102.989998,82.065971,4062000
2014-04-10,102.910004,103.720001,101.989998,102.260002,81.484283,4538900
2014-04-11,101.099998,102.099998,100.970001,101.449997,80.838837,5363900
2014-04-14,102.180000,102.830002,100.949997,102.779999,81.898621,4114100
2014-04-15,102.629997,103.089996,101.260002,102.500000,81.675514,6317900
2014-04-16,102.620003,103.150002,102.209999,102.930000,82.501083,3801400
2014-04-17,103.050003,103.440002,102.599998,102.830002,82.420937,3556800
2014-04-21,102.900002,102.980003,101.550003,102.639999,82.268661,3821400
2014-04-22,102.779999,104.139999,102.760002,103.690002,83.110268,4528500
2014-04-23,103.559998,104.620003,103.180000,103.379997,82.861786,6427400
2014-04-24,106.019997,107.400002,104.790001,105.279999,84.384682,8849200
2014-04-25,105.029999,105.279999,103.290001,104.690002,83.911781,5731800
2014-04-28,104.989998,105.419998,103.250000,104.260002,83.567154,4036200
2014-04-29,104.790001,105.500000,103.830002,105.300003,84.400703,4975800
2014-04-30,105.230003,106.239998,104.989998,105.400002,84.480858,5199300
2014-05-01,105.199997,105.790001,104.629997,105.070000,84.216362,2970800
2014-05-02,104.930000,105.580002,104.730003,105.010002,84.168266,2677000
2014-05-05,104.660004,104.800003,103.809998,104.519997,83.775528,3166400
2014-05-06,104.209999,104.470001,103.599998,103.870003,83.254524,2836300
2014-05-07,104.099998,104.660004,103.430000,104.620003,83.855682,3399800
2014-05-08,104.550003,105.019997,104.150002,104.940002,84.112144,3118400
2014-05-09,104.959999,105.300003,104.300003,105.059998,84.208359,2761800
2014-05-12,105.709999,106.500000,105.650002,106.199997,85.122078,3664200
2014-05-13,106.500000,108.209999,105.820000,107.150002,85.883514,3951500
2014-05-14,106.849998,107.040001,106.300003,106.529999,85.386589,3082300
2014-05-15,106.489998,106.739998,104.040001,104.989998,84.152229,5151000
2014-05-16,105.050003,106.050003,104.169998,106.029999,84.985832,4403300
2014-05-19,105.419998,105.529999,104.720001,105.389999,84.472847,3924300
2014-05-20,104.790001,104.809998,100.720001,101.559998,81.402985,9277600
2014-05-21,101.480003,103.000000,101.480003,102.879997,82.461014,5460200
2014-05-22,102.900002,103.879997,102.510002,103.080002,82.621315,3112300
2014-05-23,103.150002,104.150002,103.150002,104.029999,83.382759,2888600
2014-05-27,104.199997,104.480003,103.459999,103.680000,83.102219,3443400
2014-05-28,103.529999,103.860001,102.849998,102.910004,82.485054,3353300
2014-05-29,103.279999,103.669998,102.559998,103.599998,83.038116,3071200
2014-05-30,102.900002,102.980003,101.550003,102.230003,81.940018,5939300
2014-06-02,102.419998,103.940002,102.010002,103.760002,83.166367,3747000
2014-06-03,103.419998,104.570000,103.050003,104.489998,83.751480,3643600
2014-06-04,104.419998,105.099998,104.070000,104.309998,83.607208,2879900
2014-06-05,104.800003,107.120003,104.769997,106.959999,85.731232,5389200
2014-06-06,107.080002,108.360001,106.980003,108.180000,86.709099,4299600
2014-06-09,107.739998,109.300003,107.660004,108.750000,87.165947,3900400
2014-06-10,108.500000,109.500000,108.400002,109.309998,87.614830,4752700
2014-06-11,108.930000,108.980003,108.330002,108.690002,87.117882,2738800
2014-06-12,108.470001,108.500000,106.440002,106.650002,85.482773,3408600
2014-06-13,106.550003,107.230003,106.070000,106.769997,85.578957,2009100
2014-06-16,106.500000,106.879997,105.730003,106.809998,85.611015,2137200
2014-06-17,106.510002,107.000000,106.000000,106.669998,85.498802,2138400
2014-06-18,106.629997,107.599998,106.050003,107.480003,86.148056,2218700
2014-06-19,106.989998,107.419998,106.690002,107.250000,85.963707,2592400
2014-06-20,108.050003,109.529999,107.639999,109.379997,87.670929,7762900
2014-06-23,109.250000,109.849998,108.290001,108.779999,87.190010,2839500
2014-06-24,108.559998,109.339996,107.000000,107.809998,86.412560,2864200
2014-06-25,107.480003,108.879997,107.349998,108.440002,86.917526,2176200
2014-06-26,108.550003,108.800003,107.849998,108.519997,86.981606,1522900
2014-06-27,108.339996,108.879997,107.730003,108.779999,87.190010,3632100
2014-06-30,108.680000,109.029999,107.970001,108.669998,87.101845,2249200
2014-07-01,109.080002,109.750000,109.010002,109.169998,87.502609,2346300
2014-07-02,109.320000,109.949997,109.300003,109.559998,87.815231,1849000
2014-07-03,109.900002,111.160004,109.690002,111.080002,89.033516,2876200
2014-07-07,110.180000,110.449997,109.570000,110.160004,88.296143,2697100
2014-07-08,110.209999,110.379997,109.400002,109.459999,87.735069,2450600
2014-07-09,109.790001,110.290001,109.419998,110.139999,88.280083,2270600
2014-07-10,108.139999,109.570000,107.800003,109.360001,87.654892,2303600
2014-07-11,109.500000,109.989998,108.650002,109.959999,88.135803,1992300
2014-07-14,110.430000,111.040001,110.089996,110.089996,88.240021,2375100
2014-07-15,110.250000,110.419998,109.400002,109.849998,88.047638,3212900
2014-07-16,110.180000,111.459999,109.919998,111.400002,89.290024,3974100
2014-07-17,110.400002,110.669998,108.930000,109.070000,87.975266,3164700
2014-07-18,109.430000,110.169998,109.050003,110.169998,88.862511,2424900
2014-07-21,110.000000,110.550003,109.449997,110.230003,88.910934,2075900
2014-07-22,110.839996,111.279999,109.800003,110.059998,88.773796,2879400
2014-07-23,109.790001,109.980003,108.209999,108.379997,87.418732,4471400
2014-07-24,105.599998,106.230003,104.089996,105.040001,84.724670,8690300
2014-07-25,104.139999,105.349998,104.099998,104.849998,84.571465,4126200
2014-07-28,104.779999,104.900002,103.169998,104.150002,84.006813,4474300
2014-07-29,105.000000,106.440002,104.690002,104.690002,84.442383,7947100
2014-07-30,105.080002,105.320000,103.029999,103.379997,83.385742,5856900
2014-07-31,102.239998,102.690002,100.739998,100.750000,81.264420,6711400
2014-08-01,100.519997,100.849998,99.110001,100.519997,81.078873,6011900
2014-08-04,100.360001,102.050003,100.099998,101.809998,82.119377,5183900
2014-08-05,101.110001,102.470001,100.940002,101.500000,81.869354,5685400
2014-08-06,100.760002,101.849998,100.610001,101.489998,81.861282,5526900
2014-08-07,102.660004,103.470001,101.879997,101.940002,82.224236,5752800
2014-08-08,102.010002,103.440002,101.779999,103.279999,83.305092,4690200
2014-08-11,104.610001,104.849998,103.930000,104.500000,84.289124,5197900
2014-08-12,104.589996,105.160004,104.129997,104.330002,84.152016,4200900
2014-08-13,104.330002,105.500000,104.330002,105.160004,84.821487,4664900
2014-08-14,105.510002,106.000000,104.989998,105.660004,85.224792,4178800
2014-08-15,106.010002,106.419998,105.129997,105.739998,85.289322,4099200
2014-08-18,106.690002,107.099998,106.279999,106.980003,86.289490,3478600
2014-08-19,107.260002,107.699997,106.870003,107.300003,86.547600,3639200
2014-08-20,107.389999,108.150002,107.199997,107.699997,86.870216,5341600
2014-08-21,108.169998,108.570000,107.540001,107.970001,87.088020,4118100
2014-08-22,107.580002,107.820000,106.540001,107.309998,86.555656,4603700
2014-08-25,107.959999,108.330002,107.730003,107.970001,87.088020,3014100
2014-08-26,108.050003,108.639999,107.980003,108.059998,87.160606,2865800
2014-08-27,108.129997,108.919998,108.080002,108.550003,87.555840,3281900
2014-08-28,108.019997,108.820000,107.800003,108.650002,87.636505,3227800
2014-08-29,108.900002,109.099998,108.250000,109.070000,87.975266,4437200
2014-09-02,109.029999,109.730003,108.830002,108.919998,87.854271,4040200
2014-09-03,109.449997,109.660004,108.050003,108.459999,87.483238,4669000
2014-09-04,108.300003,109.489998,108.160004,108.820000,87.773598,4604000
2014-09-05,109.000000,109.180000,108.190002,108.540001,87.547752,4305000
2014-09-08,108.230003,108.459999,107.519997,107.910004,87.039642,3496900
2014-09-09,107.820000,108.199997,107.190002,107.400002,86.628258,3578500
2014-09-10,105.610001,106.120003,105.379997,105.930000,85.442551,8154700
2014-09-11,105.660004,105.660004,104.589996,105.589996,85.168304,5460100
2014-09-12,104.970001,105.089996,104.400002,105.019997,84.708557,6904200
2014-09-15,104.320000,104.900002,103.220001,104.860001,84.579506,7051900
2014-09-16,104.209999,105.830002,103.769997,104.860001,84.579506,5289700
2014-09-17,105.180000,105.410004,103.879997,103.989998,83.877769,5122200
2014-09-18,104.300003,104.550003,103.400002,104.339996,84.160065,3915800
2014-09-19,104.849998,105.000000,102.080002,102.510002,82.684013,8285400
2014-09-22,102.099998,102.260002,100.820000,100.900002,81.385391,5093200
2014-09-23,100.860001,101.089996,99.879997,99.989998,80.651382,5710300
2014-09-24,100.040001,101.489998,99.889999,101.199997,81.627373,5797000
2014-09-25,101.000000,101.199997,99.190002,99.510002,80.264229,4960800
2014-09-26,99.440002,100.639999,99.239998,100.379997,80.965950,2935900
2014-09-29,99.349998,100.099998,98.260002,99.830002,80.522346,3156400
2014-09-30,100.029999,100.099998,98.800003,99.029999,79.877045,3746100
2014-10-01,98.639999,99.000000,97.269997,97.610001,78.731697,4827300
2014-10-02,97.650002,97.980003,96.150002,97.410004,78.570374,4460800
2014-10-03,98.040001,98.339996,97.029999,97.389999,78.554245,3921900
2014-10-06,97.809998,98.129997,96.910004,98.000000,79.046265,3982400
2014-10-07,97.089996,97.510002,94.690002,94.699997,76.384499,6479500
2014-10-08,94.580002,96.860001,93.639999,96.650002,77.957375,6214200
2014-10-09,96.209999,96.519997,93.239998,93.500000,75.416588,6414500
2014-10-10,93.239998,94.570000,91.610001,93.129997,75.118149,6179100
2014-10-13,93.290001,94.059998,91.620003,91.680000,73.948601,5852400
2014-10-14,92.510002,95.010002,92.389999,92.800003,74.851974,6791300
2014-10-15,91.430000,92.750000,90.050003,92.589996,74.682571,9377600
2014-10-16,90.269997,94.150002,90.269997,93.239998,75.779762,7439400
2014-10-17,94.199997,95.599998,93.980003,95.050003,77.250832,7442600
2014-10-20,94.529999,95.300003,93.269997,94.029999,76.421844,4270800
2014-10-21,95.040001,96.320000,95.040001,95.889999,77.933525,3990500
2014-10-22,95.529999,95.980003,94.050003,94.570000,76.860718,6211300
2014-10-23,97.599998,99.940002,97.339996,99.269997,80.680626,11670100
2014-10-24,99.510002,99.680000,98.370003,99.440002,80.818779,4133800
2014-10-27,98.680000,98.769997,97.150002,98.540001,80.087311,4346100
2014-10-28,99.440002,101.160004,99.029999,101.160004,82.216682,5069600
2014-10-29,101.529999,101.839996,99.839996,100.190002,81.428329,4426400
2014-10-30,99.629997,100.580002,99.059998,100.160004,81.403931,2650900
2014-10-31,101.349998,102.370003,100.839996,101.410004,82.419868,5367700
2014-11-03,101.610001,101.760002,99.769997,100.220001,81.452690,4434300
2014-11-04,99.750000,100.000000,98.040001,98.610001,80.144203,4849000
2014-11-05,99.449997,99.639999,98.449997,99.410004,80.794380,3515600
2014-11-06,99.510002,100.989998,99.239998,100.910004,82.013481,3427700
2014-11-07,101.260002,101.830002,100.900002,101.760002,82.704330,2708200
2014-11-10,101.860001,102.550003,101.860001,102.209999,83.070068,3308100
2014-11-11,102.309998,102.800003,101.599998,102.529999,83.330109,2464400
2014-11-12,102.169998,103.220001,101.519997,102.989998,83.703987,2808700
2014-11-13,103.059998,103.180000,100.680000,101.110001,82.176056,3924100
2014-11-14,101.000000,101.699997,100.650002,101.339996,82.362953,2660500
2014-11-17,101.250000,102.080002,100.449997,101.699997,82.655556,2477000
2014-11-18,101.699997,102.449997,101.309998,102.040001,82.931885,2761200
2014-11-19,101.860001,102.300003,100.889999,101.300003,82.330460,4679100
2014-11-20,100.330002,102.139999,100.070000,102.089996,82.972511,3052600
